 Family.ID Individual.ID Paternal.ID Maternal.ID Gender Phenotype Population Relationship Siblings Second.Order Third.Order Other.Comments Population_broad
2928 PR01 HG01075 0 0 1 0 PUR father 0 0 0 0 Hispanic
2979 PR20 HG01077 0 0 2 0 PUR mother 0 0 0 0 Hispanic
2980 PR21 HG01079 0 0 1 0 PUR father 0 0 0 0 Hispanic
2981 PR21 HG01080 0 0 2 0 PUR mother 0 0 0 0 Hispanic
2998 PR28 HG01082 0 0 1 0 PUR father 0 0 0 0 Hispanic
2999 PR28 HG01083 0 0 2 0 PUR mother 0 0 0 0 Hispanic
2992 PR26 HG01085 0 0 1 0 PUR father 0 0 0 0 Hispanic
2993 PR26 HG01086 0 0 2 0 PUR mother 0 0 0 0 Hispanic
2995 PR27 HG01088 0 0 1 0 PUR father 0 0 0 0 Hispanic
2996 PR27 HG01089 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3004 PR30 HG01092 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3001 PR29 HG01094 0 0 1 0 PUR father 0 0 0 0 Hispanic
3002 PR29 HG01095 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3005 PR31 HG01097 0 0 1 0 PUR father 0 0 0 0 Hispanic
3006 PR31 HG01098 0 0 2 0 PUR mother 0 0 0 0 Hispanic
2976 PR19 HG01101 0 0 1 0 PUR father 0 0 0 0 Hispanic
2977 PR19 HG01102 0 0 2 0 PUR mother 0 0 0 0 Hispanic
2989 PR25 HG01104 0 0 1 0 PUR father 0 0 0 0 Hispanic
2990 PR25 HG01105 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3011 PR33 HG01107 0 0 1 0 PUR father 0 0 0 0 Hispanic
3012 PR33 HG01108 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3014 PR34 HG01110 0 0 1 0 PUR father 0 0 0 0 Hispanic
3015 PR34 HG01111 0 0 2 0 PUR mother 0 0 0 0 Hispanic
956 CLM03 HG01112 0 0 1 0 CLM father 0 0 0 0 Hispanic
957 CLM03 HG01113 0 0 2 0 CLM mother 0 0 0 0 Hispanic
952 CLM01 HG01119 0 0 2 0 CLM mother 0 0 0 0 Hispanic
953 CLM02 HG01121 0 0 1 0 CLM father 0 0 0 0 Hispanic
954 CLM02 HG01122 0 0 2 0 CLM mother 0 0 0 0 Hispanic
959 CLM04 HG01124 0 0 1 0 CLM father 0 0 0 0 Hispanic
960 CLM04 HG01125 0 0 2 0 CLM mother 0 0 0 0 Hispanic
962 CLM06 HG01130 0 0 1 0 CLM father 0 0 0 0 Hispanic
963 CLM06 HG01131 0 0 2 0 CLM mother 0 0 0 0 Hispanic
964 CLM07 HG01133 0 0 1 0 CLM father 0 0 0 0 Hispanic
965 CLM07 HG01134 0 0 2 0 CLM mother 0 0 0 0 Hispanic
967 CLM08 HG01136 0 0 1 0 CLM father 0 0 0 0 Hispanic
968 CLM08 HG01137 0 0 2 0 CLM mother 0 0 0 0 Hispanic
970 CLM09 HG01139 0 0 1 0 CLM father 0 0 0 0 Hispanic
971 CLM09 HG01140 0 0 2 0 CLM mother 0 0 0 0 Hispanic
973 CLM10 HG01142 0 0 1 0 CLM father 0 0 0 0 Hispanic
974 CLM12 HG01148 0 0 1 0 CLM father 0 0 0 0 Hispanic
975 CLM12 HG01149 0 0 2 0 CLM mother 0 0 0 0 Hispanic
3017 PR35 HG01161 0 0 1 0 PUR father 0 0 0 0 Hispanic
3018 PR35 HG01162 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3022 PR37 HG01164 0 0 1 0 PUR father 0 0 0 0 Hispanic
3026 PR39 HG01167 0 0 1 0 PUR father 0 0 0 0 Hispanic
3027 PR39 HG01168 0 0 2 0 PUR mother 0 0 0 0 Hispanic
2986 PR24 HG01170 0 0 1 0 PUR father 0 0 0 0 Hispanic
2987 PR24 HG01171 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3019 PR36 HG01173 0 0 1 0 PUR father 0 0 0 0 Hispanic
3020 PR36 HG01174 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3032 PR42 HG01176 0 0 1 0 PUR father 0 0 0 0 Hispanic
3033 PR42 HG01177 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3035 PR44 HG01182 0 0 1 0 PUR father 0 0 0 0 Hispanic
3036 PR44 HG01183 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3023 PR38 HG01187 0 0 1 0 PUR father 0 0 0 0 Hispanic
3024 PR38 HG01188 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3029 PR40 HG01190 0 0 1 0 PUR father 0 0 0 0 Hispanic
3030 PR40 HG01191 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3039 PR46 HG01197 0 0 1 0 PUR father 0 0 0 0 Hispanic
3040 PR46 HG01198 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3042 PR47 HG01200 0 0 1 0 PUR father 0 0 0 0 Hispanic
3043 PR49 HG01204 0 0 1 0 PUR father 0 0 0 0 Hispanic
3044 PR49 HG01205 0 0 2 0 PUR mother 0 0 0 0 Hispanic
2983 PR22 HG01241 0 0 1 0 PUR father 0 0 0 0 Hispanic
2984 PR22 HG01242 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3009 PR32 HG01247 0 0 1 0 PUR father 0 0 0 0 Hispanic
3010 PR32 HG01248 0 0 2 0 PUR mother 0 0 0 0 Hispanic
977 CLM14 HG01250 0 0 1 0 CLM father 0 0 0 0 Hispanic
978 CLM14 HG01251 0 0 2 0 CLM mother 0 0 0 0 Hispanic
980 CLM15 HG01253 0 0 1 0 CLM father 0 0 0 0 Hispanic
981 CLM15 HG01254 0 0 2 0 CLM mother 0 0 0 0 Hispanic
983 CLM16 HG01256 0 0 1 0 CLM father 0 0 0 0 Hispanic
984 CLM16 HG01257 0 0 2 0 CLM mother 0 0 0 0 Hispanic
986 CLM17 HG01259 0 0 1 0 CLM father 0 0 0 0 Hispanic
987 CLM17 HG01260 0 0 2 0 CLM mother 0 0 0 0 Hispanic
989 CLM20 HG01269 0 0 2 0 CLM mother 0 0 0 0 Hispanic
990 CLM21 HG01271 0 0 1 0 CLM father 0 0 0 0 Hispanic
991 CLM21 HG01272 0 0 2 0 CLM mother 0 0 0 0 Hispanic
994 CLM22 HG01275 0 0 2 0 CLM mother 0 0 0 0 Hispanic
996 CLM23 HG01277 0 0 1 0 CLM father 0 0 0 0 Hispanic
999 CLM24 HG01280 0 0 1 0 CLM father 0 0 0 0 Hispanic
1000 CLM24 HG01281 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1001 CLM25 HG01284 0 0 2 0 CLM mother 0 0 0 0 Hispanic
3046 PR58 HG01286 0 0 1 0 PUR father 0 0 0 0 Hispanic
3048 PR59 HG01302 0 0 1 0 PUR father 0 0 0 0 Hispanic
3049 PR59 HG01303 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3050 PR61 HG01305 0 0 1 0 PUR father 0 0 0 0 Hispanic
3051 PR62 HG01308 0 0 1 0 PUR father 0 0 0 0 Hispanic
3052 PR63 HG01311 0 0 1 0 PUR father 0 0 0 0 Hispanic
3053 PR63 HG01312 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3056 PR67 HG01323 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3058 PR68 HG01325 0 0 1 0 PUR father 0 0 0 0 Hispanic
3059 PR68 HG01326 0 0 2 0 PUR mother 0 0 0 0 Hispanic
1477 HG01334 HG01334 0 0 1 0 GBR unrel 0 0 0 0 Caucasian
1002 CLM26 HG01341 0 0 1 0 CLM father 0 0 0 0 Hispanic
1003 CLM26 HG01342 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1005 CLM27 HG01344 0 0 1 0 CLM father 0 0 0 0 Hispanic
1006 CLM27 HG01345 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1009 CLM28 HG01348 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1011 CLM29 HG01350 0 0 1 0 CLM father 0 0 0 0 Hispanic
1012 CLM29 HG01351 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1014 CLM30 HG01353 0 0 1 0 CLM father 0 0 0 0 Hispanic
1015 CLM30 HG01354 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1017 CLM31 HG01356 0 0 1 0 CLM father 0 0 0 0 Hispanic
1018 CLM31 HG01357 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1020 CLM32 HG01359 0 0 1 0 CLM father 0 0 0 0 Hispanic
1021 CLM32 HG01360 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1023 CLM33 HG01362 0 0 1 0 CLM father 0 0 0 0 Hispanic
1024 CLM33 HG01363 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1026 CLM34 HG01365 0 0 1 0 CLM father 0 0 0 0 Hispanic
1027 CLM34 HG01366 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1029 CLM35 HG01369 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1030 CLM36 HG01372 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1031 CLM37 HG01374 0 0 1 0 CLM father 0 0 0 0 Hispanic
1032 CLM37 HG01375 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1034 CLM38 HG01377 0 0 1 0 CLM father 0 0 0 0 Hispanic
1035 CLM38 HG01378 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1037 CLM40 HG01383 0 0 1 0 CLM father 0 0 0 0 Hispanic
1038 CLM40 HG01384 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1040 CLM42 HG01389 0 0 1 0 CLM father 0 0 0 0 Hispanic
1041 CLM42 HG01390 0 0 2 0 CLM mother 0 0 0 0 Hispanic
3061 PR70 HG01392 0 0 1 0 PUR father 0 0 0 0 Hispanic
3062 PR70 HG01393 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3064 PR71 HG01395 0 0 1 0 PUR father 0 0 0 0 Hispanic
3065 PR71 HG01396 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3067 PR72 HG01398 0 0 1 0 PUR father 0 0 0 0 Hispanic
3068 PR74 HG01402 0 0 1 0 PUR father 0 0 0 0 Hispanic
3069 PR74 HG01403 0 0 2 0 PUR mother 0 0 0 0 Hispanic
3071 PR75 HG01405 0 0 1 0 PUR father 0 0 0 0 Hispanic
3072 PR76 HG01412 0 0 1 0 PUR father 0 0 0 0 Hispanic
3073 PR78 HG01413 0 0 1 0 PUR father 0 0 0 0 Hispanic
3074 PR78 HG01414 0 0 2 0 PUR mother 0 0 0 0 Hispanic
1043 CLM43 HG01431 0 0 1 0 CLM father 0 0 0 0 Hispanic
1044 CLM43 HG01432 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1046 CLM44 HG01435 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1047 CLM45 HG01437 0 0 1 0 CLM father 0 0 0 0 Hispanic
1048 CLM45 HG01438 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1052 CLM46a HG01440 0 0 1 0 CLM father 0 HG01442 0 0 Hispanic
1050 CLM46 HG01441 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1053 CLM47 HG01443 0 0 1 0 CLM father 0 0 0 0 Hispanic
1054 CLM47 HG01444 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1056 CLM48 HG01447 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1060 CLM51 HG01455 0 0 1 0 CLM father 0 0 0 0 Hispanic
1061 CLM51 HG01456 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1063 CLM52 HG01459 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1064 CLM53 HG01461 0 0 1 0 CLM father 0 0 0 0 Hispanic
1065 CLM53 HG01462 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1067 CLM54 HG01464 0 0 1 0 CLM father 0 0 0 0 Hispanic
1068 CLM54 HG01465 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1070 CLM55 HG01468 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1073 CLM57 HG01474 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1075 CLM59 HG01479 0 0 1 0 CLM father 0 0 0 0 Hispanic
1081 CLM61 HG01485 0 0 1 0 CLM father 0 0 0 0 Hispanic
1082 CLM61 HG01486 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1084 CLM62 HG01488 0 0 1 0 CLM father 0 0 0 0 Hispanic
1085 CLM62 HG01489 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1087 CLM63 HG01491 0 0 1 0 CLM father 0 0 0 0 Hispanic
1088 CLM63 HG01492 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1090 CLM64 HG01494 0 0 1 0 CLM father 0 0 0 0 Hispanic
1091 CLM64 HG01495 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1093 CLM65 HG01497 0 0 1 0 CLM father 0 0 0 0 Hispanic
1094 CLM65 HG01498 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1778 IBS001 HG01500 0 0 1 0 IBS father 0 0 0 0 Caucasian
1779 IBS001 HG01501 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1781 IBS002 HG01503 0 0 1 0 IBS father 0 0 0 0 Caucasian
1782 IBS002 HG01504 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1784 IBS003 HG01506 0 0 1 0 IBS father 0 0 0 0 Caucasian
1785 IBS003 HG01507 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1787 IBS004 HG01509 0 0 1 0 IBS father 0 0 0 0 Caucasian
1788 IBS004 HG01510 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1790 IBS005 HG01512 0 0 1 0 IBS father 0 0 0 0 Caucasian
1791 IBS005 HG01513 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1793 IBS006 HG01515 0 0 1 0 IBS father 0 0 0 0 Caucasian
1794 IBS006 HG01516 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1796 IBS007 HG01518 0 0 1 0 IBS father 0 0 0 0 Caucasian
1797 IBS007 HG01519 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1799 IBS008 HG01521 0 0 1 0 IBS father 0 0 0 0 Caucasian
1800 IBS008 HG01522 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1802 IBS009 HG01524 0 0 1 0 IBS father 0 0 0 0 Caucasian
1803 IBS009 HG01525 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1805 IBS010 HG01527 0 0 1 0 IBS father 0 0 0 0 Caucasian
1806 IBS010 HG01528 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1808 IBS011 HG01530 0 0 1 0 IBS father 0 0 0 0 Caucasian
1809 IBS011 HG01531 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1811 IBS013 HG01536 0 0 1 0 IBS father 0 0 0 0 Caucasian
1812 IBS013 HG01537 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1096 CLM66 HG01550 0 0 1 0 CLM father 0 0 0 0 Hispanic
1097 CLM66 HG01551 0 0 2 0 CLM mother 0 0 0 0 Hispanic
1099 CLM68 HG01556 0 0 1 0 CLM father 0 0 0 0 Hispanic
2638 PEL001 HG01565 0 0 1 0 PEL father 0 0 0 0 Hispanic
2639 PEL001 HG01566 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2641 PEL003 HG01571 0 0 1 0 PEL father 0 0 0 0 Hispanic
2642 PEL003 HG01572 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2644 PEL005 HG01577 0 0 1 0 PEL father 0 0 0 0 Hispanic
2645 PEL005 HG01578 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2769 PK02 HG01583 0 0 1 0 PJL father 0 0 0 0 South-Asian
2770 PK03 HG01586 0 0 1 0 PJL father 0 0 0 0 South-Asian
2771 PK04 HG01589 0 0 1 0 PJL father 0 0 0 0 South-Asian
2773 PK05 HG01593 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2163 VN001 HG01595 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2164 VN002 HG01596 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2165 VN003 HG01597 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2166 VN004 HG01598 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2167 VN005 HG01599 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2168 VN006 HG01600 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
1845 IBS024 HG01602 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1846 IBS024 HG01603 0 0 1 0 IBS father 0 0 0 0 Caucasian
1842 IBS023 HG01605 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1843 IBS023 HG01606 0 0 1 0 IBS father 0 0 0 0 Caucasian
1838 IBS022 HG01607 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1839 IBS022 HG01608 0 0 1 0 IBS father 0 0 0 0 Caucasian
1835 IBS021 HG01610 0 0 1 0 IBS father 0 0 0 0 Caucasian
1837 IBS021 HG01612 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1832 IBS020 HG01613 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1834 IBS020 HG01615 0 0 1 0 IBS father 0 0 0 0 Caucasian
1830 IBS019 HG01617 0 0 1 0 IBS father 0 0 0 0 Caucasian
1831 IBS019 HG01618 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1826 IBS018 HG01619 0 0 1 0 IBS father 0 0 0 0 Caucasian
1827 IBS018 HG01620 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1824 IBS017 HG01623 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1825 IBS017 HG01624 0 0 1 0 IBS father 0 0 0 0 Caucasian
1820 IBS016 HG01625 0 0 1 0 IBS father 0 0 0 0 Caucasian
1821 IBS016 HG01626 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1817 IBS015 HG01628 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1819 IBS015 HG01630 0 0 1 0 IBS father 0 0 0 0 Caucasian
1814 IBS014 HG01631 0 0 1 0 IBS father 0 0 0 0 Caucasian
1815 IBS014 HG01632 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1848 IBS025 HG01668 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1849 IBS025 HG01669 0 0 1 0 IBS father 0 0 0 0 Caucasian
1850 IBS026 HG01670 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1852 IBS026 HG01672 0 0 1 0 IBS father 0 0 0 0 Caucasian
1853 IBS027 HG01673 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1855 IBS027 HG01675 0 0 1 0 IBS father 0 0 0 0 Caucasian
1856 IBS028 HG01676 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1858 IBS028 HG01678 0 0 1 0 IBS father 0 0 0 0 Caucasian
1859 IBS029 HG01679 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1860 IBS029 HG01680 0 0 1 0 IBS father 0 0 0 0 Caucasian
1862 IBS030 HG01682 0 0 1 0 IBS father 0 0 0 0 Caucasian
1864 IBS030 HG01684 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1865 IBS031 HG01685 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1866 IBS031 HG01686 0 0 1 0 IBS father 0 0 0 0 Caucasian
1868 IBS034 HG01694 0 0 1 0 IBS father 0 0 0 0 Caucasian
1869 IBS034 HG01695 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1871 IBS035 HG01697 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1873 IBS035 HG01699 0 0 1 0 IBS father 0 0 0 0 Caucasian
1874 IBS036 HG01700 0 0 1 0 IBS father 0 0 0 0 Caucasian
1876 IBS036 HG01702 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1878 IBS037 HG01704 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1879 IBS037 HG01705 0 0 1 0 IBS father 0 0 0 0 Caucasian
1881 IBS038 HG01707 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1882 IBS038 HG01708 0 0 1 0 IBS father 0 0 0 0 Caucasian
1883 IBS039 HG01709 0 0 1 0 IBS father 0 0 0 0 Caucasian
1884 IBS039 HG01710 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1886 IBS041 HG01746 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1887 IBS041 HG01747 0 0 1 0 IBS father 0 0 0 0 Caucasian
1890 IBS044 HG01756 0 0 1 0 IBS father 0 0 0 0 Caucasian
1891 IBS044 HG01757 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1892 IBS046 HG01761 0 0 1 0 IBS father 0 0 0 0 Caucasian
1893 IBS046 HG01762 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1896 IBS047 HG01765 0 0 1 0 IBS father 0 0 0 0 Caucasian
1897 IBS047 HG01766 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1898 IBS048 HG01767 0 0 1 0 IBS father 0 0 0 0 Caucasian
1899 IBS048 HG01768 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1901 IBS049 HG01770 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1902 IBS049 HG01771 0 0 1 0 IBS father 0 0 0 0 Caucasian
1904 IBS050 HG01773 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1906 IBS050 HG01775 0 0 1 0 IBS father 0 0 0 0 Caucasian
1907 IBS051 HG01776 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1908 IBS051 HG01777 0 0 1 0 IBS father 0 0 0 0 Caucasian
1910 IBS052 HG01779 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1912 IBS052 HG01781 0 0 1 0 IBS father 0 0 0 0 Caucasian
1914 IBS053 HG01783 0 0 1 0 IBS father 0 0 0 0 Caucasian
1915 IBS053 HG01784 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1916 IBS054 HG01785 0 0 1 0 IBS father 0 0 0 0 Caucasian
1917 IBS054 HG01786 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1478 HG01789 HG01789 0 0 1 0 GBR unrel 0 0 0 0 Caucasian
1479 HG01790 HG01790 0 0 2 0 GBR unrel 0 0 0 0 Caucasian
1480 HG01791 HG01791 0 0 1 0 GBR unrel 0 0 0 0 Caucasian
399 HG01794 HG01794 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
400 HG01795 HG01795 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
401 HG01796 HG01796 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
402 HG01797 HG01797 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
403 HG01798 HG01798 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
404 HG01799 HG01799 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
405 HG01800 HG01800 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
406 HG01801 HG01801 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
407 HG01802 HG01802 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
408 HG01804 HG01804 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
409 HG01805 HG01805 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
410 HG01806 HG01806 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
411 HG01807 HG01807 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
412 HG01808 HG01808 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
413 HG01809 HG01809 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
414 HG01810 HG01810 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
415 HG01811 HG01811 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
416 HG01812 HG01812 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
417 HG01813 HG01813 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
418 HG01815 HG01815 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
419 HG01816 HG01816 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
420 HG01817 HG01817 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
2169 VN007 HG01840 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2170 VN008 HG01841 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2171 VN009 HG01842 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2172 VN010 HG01843 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2173 VN011 HG01844 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2174 VN012 HG01845 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2175 VN013 HG01846 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2176 VN014 HG01847 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2177 VN015 HG01848 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2178 VN016 HG01849 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2179 VN017 HG01850 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2180 VN018 HG01851 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2181 VN019 HG01852 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2182 VN020 HG01853 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2183 VN022 HG01855 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2184 VN024 HG01857 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2185 VN025 HG01858 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2186 VN026 HG01859 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2187 VN027 HG01860 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2188 VN028 HG01861 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2189 VN029 HG01862 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2190 VN030 HG01863 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2191 VN031 HG01864 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2192 VN032 HG01865 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2193 VN033 HG01866 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2194 VN034 HG01867 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2195 VN035 HG01868 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2196 VN036 HG01869 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2197 VN037 HG01870 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2198 VN038 HG01871 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2199 VN039 HG01872 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2200 VN040 HG01873 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2201 VN041 HG01874 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2202 VN045 HG01878 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
1 BB01 HG01879 0 0 1 0 ACB father 0 0 0 0 African
2 BB01 HG01880 0 0 2 0 ACB mother 0 0 0 0 African
4 BB02 HG01882 0 0 1 0 ACB father 0 0 0 0 African
5 BB02 HG01883 0 0 2 0 ACB mother 0 0 0 0 African
8 BB03 HG01885 0 0 1 0 ACB father 0 0 0 0 African
10 BB04 HG01886 0 0 2 0 ACB mother 0 0 0 0 African
13 BB05 HG01889 0 0 2 0 ACB mother 0 0 0 0 African
14 BB05 HG01890 0 0 1 0 ACB father 0 0 0 0 African
2650 PEL007 HG01892 0 0 1 0 PEL father 0 0 0 0 Hispanic
2651 PEL007 HG01893 0 0 2 0 PEL mother 0 0 0 0 Hispanic
16 BB06 HG01894 0 0 2 0 ACB mother 0 0 0 0 African
19 BB07 HG01896 0 0 2 0 ACB mother 0 0 0 0 African
18 BB06 HG01912 0 0 1 0 ACB father 0 0 0 0 African
